UID          PID    PPID  C STIME TTY          TIME CMD
bharath     5950    5775  0 Sep26 ?        00:13:36 /snap/pycharm-professional/215/jbr/bin/java -classpath /snap/pycharm-professional/215/lib/bootstrap.jar:/snap/pycharm-professional/215/lib/extensions.jar:/snap/pycharm-professional/215/lib/util.jar:/snap/pycharm-professional/215/lib/jdom.jar:/snap/pycharm-professional/215/lib/log4j.jar:/snap/pycharm-professional/215/lib/trove4j.jar:/snap/pycharm-professional/215/lib/jna.jar -Xms128m -Xmx1987m -XX:ReservedCodeCacheSize=240m -XX:+UseConcMarkSweepGC -XX:SoftRefLRUPolicyMSPerMB=50 -ea -XX:CICompilerCount=2 -Dsun.io.useCanonPrefixCache=false -Djdk.http.auth.tunneling.disabledSchemes="" -XX:+HeapDumpOnOutOfMemoryError -XX:-OmitStackTraceInFastThrow -Djdk.attach.allowAttachSelf=true -Dkotlinx.coroutines.debug=off -Djdk.module.illegalAccess.silent=true -Dawt.useSystemAAFontSettings=lcd -Dsun.java2d.renderer=sun.java2d.marlin.MarlinRenderingEngine -Dsun.tools.attach.tmp.only=true -XX:ErrorFile=/home/bharath/java_error_in_PYCHARM_%p.log -XX:HeapDumpPath=/home/bharath/java_error_in_PYCHARM.hprof -Didea.vendor.name=JetBrains -Didea.paths.selector=PyCharm2020.2 -Djb.vmOptionsFile=/home/bharath/.config/JetBrains/PyCharm2020.2/pycharm64.vmoptions -Didea.platform.prefix=Python com.intellij.idea.Main
bharath     6047    5673  0 Sep26 ?        00:00:10 /usr/share/atom/atom --type=renderer --enable-experimental-web-platform-features --disable-features=SpareRendererForSitePerProcess --service-pipe-token=262176254504061189 --lang=en-GB --app-path=/usr/share/atom/resources/app.asar --node-integration --no-sandbox --no-zygote --background-color=#fff --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=262176254504061189 --renderer-client-id=6 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
bharath     6147    5950  0 Sep26 ?        00:00:06 /snap/pycharm-professional/215/bin/fsnotifier64
bharath     6328    2693  0 Sep26 ?        00:00:16 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --instant-process --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=142 --no-v8-untrusted-code-mitigations --shared-files
bharath     7496    2693  0 Sep26 ?        00:00:08 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=177 --no-v8-untrusted-code-mitigations --shared-files
bharath     7787    2693  1 Sep26 ?        00:57:29 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=202 --no-v8-untrusted-code-mitigations --shared-files
root        8088    1767  0 Sep26 ?        00:00:00 gdm-session-worker [pam/gdm-password]
bharath    10295    2693  0 Sep26 ?        00:00:08 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=218 --no-v8-untrusted-code-mitigations --shared-files
bharath    10313    2693  0 Sep26 ?        00:00:54 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=219 --no-v8-untrusted-code-mitigations --shared-files
bharath    17527    2693  0 Sep27 ?        00:00:01 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=269 --no-v8-untrusted-code-mitigations --shared-files
bharath    17595    2693  0 Sep27 ?        00:00:17 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --extension-process --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=270 --no-v8-untrusted-code-mitigations --shared-files
bharath    17822    1779  0 Sep27 ?        00:00:11 file-roller /home/bharath/Downloads/django_demo_applications.rar
bharath    17898    1779  0 Sep27 ?        00:00:00 /usr/libexec/gvfsd-metadata
root       29951       1  0 Sep27 ?        00:02:24 /usr/bin/dockerd --host=fd:// --exec-opt native.cgroupdriver=systemd --selinux-enabled --log-driver=journald --storage-driver=overlay2 --live-restore --default-ulimit nofile=1024:1024 --init-path /usr/libexec/docker/docker-init --userland-proxy-path /usr/libexec/docker/docker-proxy
root       29958   29951  0 Sep27 ?        00:01:57 containerd --config /var/run/docker/containerd/containerd.toml --log-level info
bharath    30778    2693  0 Sep27 ?        00:00:30 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=309 --no-v8-untrusted-code-mitigations --shared-files
bharath    36304    2693  0 Sep27 ?        00:00:44 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=327 --no-v8-untrusted-code-mitigations --shared-files
bharath    36384    2693  0 Sep27 ?        00:01:03 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --extension-process --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=342 --no-v8-untrusted-code-mitigations --shared-files
bharath    36446    2693  0 Sep27 ?        00:00:51 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --extension-process --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=345 --no-v8-untrusted-code-mitigations --shared-files
bharath    36478    2693  0 Sep27 ?        00:00:38 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=347 --no-v8-untrusted-code-mitigations --shared-files
bharath    36986    2693  0 Sep27 ?        00:00:07 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=368 --no-v8-untrusted-code-mitigations --shared-files
root       37345       1  0 Sep27 ?        00:00:02 /usr/sbin/libvirtd --timeout 120
dnsmasq    37460       1  0 Sep27 ?        00:00:00 /usr/sbin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/minikube-net.conf --leasefile-ro --dhcp-script=/usr/libexec/libvirt_leaseshelper
root       37461   37460  0 Sep27 ?        00:00:00 /usr/sbin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/minikube-net.conf --leasefile-ro --dhcp-script=/usr/libexec/libvirt_leaseshelper
root       37500       1  0 Sep27 ?        00:00:00 /usr/sbin/virtlogd
bharath    37605    1806  0 Sep27 ?        00:00:00 /usr/bin/ssh-agent -D -a /run/user/1000/keyring/.ssh
qemu       38136       1 12 Sep27 ?        05:15:00 /usr/bin/qemu-system-x86_64 -name guest=minikube,debug-threads=on -S -object secret,id=masterKey0,format=raw,file=/var/lib/libvirt/qemu/domain-2-minikube/master-key.aes -machine pc-i440fx-4.2,accel=kvm,usb=off,dump-guest-core=off -cpu host -m 3720 -overcommit mem-lock=off -smp 2,sockets=2,cores=1,threads=1 -uuid 8c9d24d0-78a6-428e-ae6d-ce639d3eff3d -display none -no-user-config -nodefaults -chardev socket,id=charmonitor,fd=38,server,nowait -mon chardev=charmonitor,id=monitor,mode=control -rtc base=utc -no-shutdown -boot menu=off,strict=on -device piix3-usb-uhci,id=usb,bus=pci.0,addr=0x1.0x2 -device lsi,id=scsi0,bus=pci.0,addr=0x4 -blockdev {"driver":"file","filename":"/home/bharath/.minikube/machines/minikube/boot2docker.iso","node-name":"libvirt-2-storage","auto-read-only":true,"discard":"unmap"} -blockdev {"node-name":"libvirt-2-format","read-only":true,"driver":"raw","file":"libvirt-2-storage"} -device scsi-cd,bus=scsi0.0,scsi-id=2,device_id=drive-scsi0-0-2,drive=libvirt-2-format,id=scsi0-0-2,bootindex=1 -blockdev {"driver":"file","filename":"/home/bharath/.minikube/machines/minikube/minikube.rawdisk","aio":"threads","node-name":"libvirt-1-storage","auto-read-only":true,"discard":"unmap"} -blockdev {"node-name":"libvirt-1-format","read-only":false,"driver":"raw","file":"libvirt-1-storage"} -device virtio-blk-pci,scsi=off,bus=pci.0,addr=0x5,drive=libvirt-1-format,id=virtio-disk0,bootindex=2 -netdev tap,fd=40,id=hostnet0,vhost=on,vhostfd=41 -device virtio-net-pci,netdev=hostnet0,id=net0,mac=00:10:37:7d:25:7e,bus=pci.0,addr=0x2 -netdev tap,fd=42,id=hostnet1,vhost=on,vhostfd=43 -device virtio-net-pci,netdev=hostnet1,id=net1,mac=bc:51:8e:8a:7b:25,bus=pci.0,addr=0x3 -chardev pty,id=charserial0 -device isa-serial,chardev=charserial0,id=serial0 -device virtio-balloon-pci,id=balloon0,bus=pci.0,addr=0x6 -object rng-random,id=objrng0,filename=/dev/random -device virtio-rng-pci,rng=objrng0,id=rng0,bus=pci.0,addr=0x7 -sandbox on,obsolete=deny,elevateprivileges=deny,spawn=deny,resourcecontrol=deny -msg timestamp=on
root       38152       2  0 Sep27 ?        00:00:00 [kvm-nx-lpage-re]
root       38154       2  0 Sep27 ?        00:00:01 [vhost-38136]
root       38155       2  0 Sep27 ?        00:00:01 [vhost-38136]
root       38159       2  0 Sep27 ?        00:00:00 [kvm-pit/38136]
root       39128       1  0 Sep27 ?        00:00:01 gpg-agent --homedir /var/cache/PackageKit/32/metadata/fedora-32-x86_64.tmp/gpgdir --use-standard-socket --daemon
root       39190       1  0 Sep27 ?        00:00:01 gpg-agent --homedir /var/cache/PackageKit/32/metadata/phracek-PyCharm-32-x86_64.tmp/gpgdir --use-standard-socket --daemon
root       39202       1  0 Sep27 ?        00:00:01 gpg-agent --homedir /var/cache/PackageKit/32/metadata/rpmfusion-nonfree-updates-32-x86_64.tmp/gpgdir --use-standard-socket --daemon
root       39218       1  0 Sep27 ?        00:00:01 gpg-agent --homedir /var/cache/PackageKit/32/metadata/rpmfusion-nonfree-nvidia-driver-32-x86_64.tmp/gpgdir --use-standard-socket --daemon
root       39234       1  0 Sep27 ?        00:00:01 gpg-agent --homedir /var/cache/PackageKit/32/metadata/rpmfusion-nonfree-steam-32-x86_64.tmp/gpgdir --use-standard-socket --daemon
root       39248       1  0 Sep27 ?        00:00:01 gpg-agent --homedir /var/cache/PackageKit/32/metadata/docker-ce-stable-32-x86_64.tmp/gpgdir --use-standard-socket --daemon
root       39260       1  0 Sep27 ?        00:00:01 gpg-agent --homedir /var/cache/PackageKit/32/metadata/fedora-cisco-openh264-32-x86_64.tmp/gpgdir --use-standard-socket --daemon
root       39273       1  0 Sep27 ?        00:00:01 gpg-agent --homedir /var/cache/PackageKit/32/metadata/fedora-modular-32-x86_64.tmp/gpgdir --use-standard-socket --daemon
root       39303       1  0 Sep27 ?        00:00:01 gpg-agent --homedir /var/cache/PackageKit/32/metadata/updates-32-x86_64.tmp/gpgdir --use-standard-socket --daemon
root       39337       1  0 Sep27 ?        00:00:01 gpg-agent --homedir /var/cache/PackageKit/32/metadata/updates-modular-32-x86_64.tmp/gpgdir --use-standard-socket --daemon
root       39353       1  0 Sep27 ?        00:00:01 gpg-agent --homedir /var/cache/PackageKit/32/metadata/rpmfusion-free-updates-32-x86_64.tmp/gpgdir --use-standard-socket --daemon
root       39371       1  0 Sep27 ?        00:00:01 gpg-agent --homedir /var/cache/PackageKit/32/metadata/google-chrome-32-x86_64.tmp/gpgdir --use-standard-socket --daemon
root       39382       1  0 Sep27 ?        00:00:01 gpg-agent --homedir /var/cache/PackageKit/32/metadata/rpmfusion-free-32-x86_64.tmp/gpgdir --use-standard-socket --daemon
root       39440       1  0 Sep27 ?        00:00:01 gpg-agent --homedir /var/cache/PackageKit/32/metadata/rpmfusion-nonfree-32-x86_64.tmp/gpgdir --use-standard-socket --daemon
bharath    42938    2693  0 Sep27 ?        00:00:10 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=380 --no-v8-untrusted-code-mitigations --shared-files
bharath    50304    2693  0 Sep27 ?        00:00:25 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=428 --no-v8-untrusted-code-mitigations --shared-files
bharath    50336    2693  0 Sep27 ?        00:00:05 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=430 --no-v8-untrusted-code-mitigations --shared-files
bharath    65052    2693  0 Sep27 ?        00:00:15 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=493 --no-v8-untrusted-code-mitigations --shared-files
bharath    65078    2693  0 Sep27 ?        00:00:14 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=494 --no-v8-untrusted-code-mitigations --shared-files
bharath    66205    2693  0 Sep27 ?        00:00:16 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=501 --no-v8-untrusted-code-mitigations --shared-files
bharath    66249    2693  0 Sep27 ?        00:00:06 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=507 --no-v8-untrusted-code-mitigations --shared-files
bharath    66314    2693  0 Sep27 ?        00:00:19 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=512 --no-v8-untrusted-code-mitigations --shared-files
bharath    66403    2693  0 Sep27 ?        00:00:13 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=517 --no-v8-untrusted-code-mitigations --shared-files
bharath    66447    2693  0 Sep27 ?        00:00:04 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=518 --no-v8-untrusted-code-mitigations --shared-files
root       75025    1767  0 02:37 ?        00:00:00 gdm-session-worker [pam/gdm-password]
bharath    80988    2693  3 12:34 ?        00:20:02 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=565 --no-v8-untrusted-code-mitigations --shared-files
root       81139       2  0 12:36 ?        00:00:08 [kworker/u9:0-hci0]
root       82094       2  0 12:55 ?        00:00:10 [kworker/u9:2-hci0]
bharath    82441    3172  0 16:05 pts/3    00:00:02 bash
bharath    84206    2693  0 16:26 ?        00:00:18 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=592 --no-v8-untrusted-code-mitigations --shared-files
bharath    85254    2693  0 16:33 ?        00:00:07 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=604 --no-v8-untrusted-code-mitigations --shared-files
bharath    85718    2693  0 16:36 ?        00:00:04 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=607 --no-v8-untrusted-code-mitigations --shared-files
bharath    85746    2623  0 16:36 ?        00:00:00 /opt/google/chrome/chrome --type=ppapi-broker --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --shared-files
bharath    90607    2693  0 21:10 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=14595486428270243459,7769370446139654322,131072 --lang=en-GB --enable-crash-reporter=a4b7f0fc-fb5c-4629-a049-402600c8dad6, --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=618 --no-v8-untrusted-code-mitigations --shared-files
root       91850       2  0 21:32 ?        00:00:03 [kworker/0:0-events_power_efficient]
root       92010       2  0 21:35 ?        00:00:02 [kworker/1:1-events]
root       92318       2  0 21:40 ?        00:00:02 [kworker/2:3-events]
root       92398       2  0 21:53 ?        00:00:00 [kworker/u8:73-iwlwifi]
root       92400       2  0 21:53 ?        00:00:00 [kworker/u8:75-flush-253:3]
root       92402       2  0 21:53 ?        00:00:00 [irq/33-mei_me]
root       92404       2  0 21:53 ?        00:00:00 [irq/17-mmc0]
root       92456       2  0 21:53 ?        00:00:03 [kworker/u9:1-hci0]
root       92518       1  0 21:53 ?        00:00:01 /usr/libexec/sssd/sssd_kcm --uid 0 --gid 0 --logger=files
bharath    92825    1950  0 21:56 ?        00:00:09 gnome-control-center bluetooth
root       93172       2  0 21:59 ?        00:00:03 [kworker/3:0-events]
root       93394       2  0 22:01 ?        00:00:00 [kworker/u8:0-phy0]
root       93473       2  0 22:03 ?        00:00:00 [kworker/2:0-events]
root       93642       2  0 22:05 ?        00:00:02 [kworker/u9:3-rb_allocator]
root       93778       2  0 22:07 ?        00:00:00 [kworker/3:1-events]
root       93994       2  0 22:10 ?        00:00:00 [kworker/1:3-events]
root       94016       2  0 22:10 ?        00:00:00 [kworker/0:2-events]
root       94022       2  0 22:10 ?        00:00:00 [kworker/u8:2-phy0]
root       94309       2  0 22:15 ?        00:00:00 [kworker/2:1-events]
root       94365       2  0 22:15 ?        00:00:00 [kworker/0:1-events]
root       94372       2  0 22:15 ?        00:00:00 [kworker/1:0-events]
root       94383    1209  0 22:16 ?        00:00:00 systemd-userwork
root       94384    1209  0 22:16 ?        00:00:00 systemd-userwork
root       94396    1209  0 22:16 ?        00:00:00 systemd-userwork
bharath    94481   82441  0 22:17 pts/3    00:00:00 ps -ef
